feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
1.9447894,0.772762,2.3671777,-0.12019835,-0.25881368,-0.074056536,-0.09217408,-0.7736509,-1.1488483,0.50133663,1.0549008,2.4449813,-0.4337129,-0.3526555,-0.77122927,1.1257274,0.8149875,-0.8769346,-0.9021981,0.95251477,0
0.37432882,1.2494547,-0.6420323,-1.8777249,-0.874965,0.68776673,2.111058,-0.42946398,2.2758558,0.82981974,-1.3930323,0.21403384,0.8639743,-2.425483,0.64445114,1.1727211,0.3988681,-0.06172121,-0.17292659,-0.23132233,0
1.3423014,1.1121901,1.5431229,0.113494344,-0.55681473,-0.86912924,0.7597709,0.37061396,-0.5392295,0.50627846,-0.4531579,0.06306503,0.9750441,-0.6037411,-1.1724116,-0.14513458,-1.3634651,-0.2774485,-0.28063747,-2.463684,1
0.52176785,0.3083763,1.4226326,0.21553198,0.7356086,1.1900388,-0.13171709,-0.00082318886,-1.5735432,1.2395377,-0.1456974,-1.0057305,0.7397225,-2.1797812,-0.42927423,0.90831107,-0.43772185,-0.717922,-0.4161548,-2.0099292,0
0.7066111,0.36818007,-0.03158851,-0.26866862,0.014079798,0.6534374,-0.05206354,-1.3616365,0.5755161,0.4985697,0.205527,1.0752413,0.030378677,1.111376,1.4072111,0.5823129,-0.7479336,-0.13078572,1.2388561,-1.4976279,0
-0.400821,0.14810127,-0.62447447,0.87287897,0.37681508,-0.7110584,0.6055129,-0.15841624,-0.8901946,-0.7129184,0.43605107,0.9390099,-0.48676825,0.54444134,1.5817542,-1.2588706,0.3556699,0.8306557,-0.095149815,1.2382832,0
2.1899698,0.83442146,0.0071463734,0.97698283,0.84206885,-2.518831,-0.002735556,-0.39459947,0.3967057,-0.19365828,-0.085176095,-0.86321276,0.7345292,1.6550422,-0.8476719,-1.397055,0.02000322,-0.028655661,1.1709328,-1.229195,0
-0.5468225,-1.6566371,1.6157198,0.25054464,-0.4634329,-1.3222715,-1.230476,0.4142669,-1.1074251,0.104005426,2.042945,-0.34758762,-0.96144444,0.3820072,-1.2257917,1.7199845,1.4036196,-0.16417162,-0.8972932,-0.42576987,0
2.2226157,2.1832812,2.999349,-1.0365126,1.0109096,0.6176856,-0.5077895,-1.0867119,0.116232716,-1.0595884,1.0236808,-1.1238828,0.5477062,-0.08061636,-0.5606249,-0.102831505,1.0799831,-1.1922574,-0.41215655,-0.75174356,1
2.479664,1.1150331,0.19163573,-1.0551375,1.637755,0.24672821,0.21236205,-0.28261238,-0.051625423,-0.42981192,0.52692854,0.10080885,-1.1712682,0.25372452,-2.458742,0.4138592,-1.4093568,-0.09605508,-1.1946276,0.0028231996,1
3.0965598,3.302541,0.41835928,0.9754729,0.1311527,-0.45066714,0.7598565,-0.23592485,0.7175305,-0.9922697,-0.63299704,0.94360006,1.4854006,-0.0350319,-2.787289,-0.19904928,0.03242612,-0.23277338,0.33633855,-0.47690994,1
0.83000356,-0.67564714,1.4775848,1.5500789,-0.9130597,-0.91359985,0.4106953,-1.1872205,-0.49260288,1.1025269,0.73760676,1.9801964,0.17078415,-0.610838,0.05124351,-0.15058833,-0.1365571,-0.023803707,-0.9317667,0.28221774,0
1.109618,1.0828874,1.8408382,-2.2595532,0.76899153,-2.0531545,0.6695877,-1.2928092,-0.4049187,0.51913065,2.1981394,0.11645198,-1.9826263,0.9536951,-0.23191841,0.06990665,0.55786306,-2.225378,0.006536848,-0.4096939,1
1.2129675,1.21818,-1.3862658,1.2626258,0.4495251,-1.5472416,0.055753104,1.0348262,-1.2140439,1.3775773,-1.5126288,-0.79122716,-0.94287086,1.3769337,-0.49101615,-1.162817,0.44521087,0.661181,0.6675361,-0.27133918,0
0.24566697,-0.15916699,1.9155378,1.1442052,1.0829568,0.79411596,0.5197333,-1.2443625,0.63330126,0.11426523,1.2633641,0.8074192,0.55038047,-1.6842248,-0.08900054,-0.55789226,0.25236592,-0.41554826,-0.27594578,0.4590339,0
-0.44100544,0.61265767,-1.2786758,-0.83240145,0.6560436,-1.2301921,1.245725,0.9743993,-0.26822993,2.998734,1.2431036,-0.9492795,0.74617404,0.065863065,-0.7767121,-1.0699091,0.9948933,-0.59794545,-0.101876356,-0.92102593,0
1.7701232,1.6727848,2.3478992,-2.588359,0.0169198,-0.746121,1.4023627,2.9427526,-0.35927904,-1.7222285,0.11687697,-0.20542933,1.9713507,1.6665894,0.865375,-0.58669406,0.67776656,0.26500636,0.2413232,-1.5582298,1
1.052928,0.59887445,0.13989475,-0.6001565,-0.7936165,0.31725857,-1.7491628,0.78949875,-1.0541054,-2.0586808,1.8218954,-0.85808706,-0.72215915,1.1345383,1.8544309,-1.5330015,-0.95616806,-0.8826788,0.93480164,1.6391321,0
1.4380287,3.2144594,1.2506828,0.3361229,-1.2714537,-0.12193041,-0.111112714,-0.3151583,0.384971,-1.0070308,-0.8837233,0.43787214,1.3420353,-0.022813695,0.50367075,0.75808,0.8305052,-0.9535247,-0.7770102,-0.6900746,1
1.9197664,0.99925905,0.70405185,0.36623576,-1.3207934,1.9381905,0.47918752,0.7231601,-1.7655213,0.77964383,-0.35621244,-1.322783,-0.95376366,-1.2648942,-1.2817842,0.06054782,-0.3867628,0.33406937,1.6759759,-0.12950371,0
-2.2537565,0.24910788,1.4341305,-0.085939474,1.5293306,0.4529416,-1.8382697,0.10958225,0.2970013,1.0803558,1.8196366,0.9077255,0.4404798,0.6761883,-0.16800681,-1.4628779,0.041496087,0.3652903,-1.2036576,1.3266217,0
0.9965437,-0.88069534,1.6065685,-0.30831438,-0.77849156,1.0792776,-0.051054414,1.8991853,-0.85288805,-1.7316575,-0.28043827,0.7892225,-0.927143,-1.3301004,0.2289274,-1.4636872,0.3066927,-0.34062305,0.49446648,-1.3838288,0
3.8164444,1.6166794,2.7232397,0.95987546,-1.157445,0.8822575,-1.4250668,-1.3701377,1.9639993,1.1118534,2.0736642,-0.37021405,0.10242867,0.5273547,-0.012195567,-0.746136,-0.8960847,0.21386223,-1.0668598,-1.0948635,1
2.9118533,1.7045546,2.896923,-0.4249114,-0.581256,0.4235534,-0.8120249,-0.6581277,-0.6184544,-0.2097021,1.7724365,-1.3767889,1.2955076,0.73778677,1.5669788,3.136686,1.431453,0.9256669,-1.3124963,-1.1862223,1
2.8784714,0.10163784,2.5751562,-2.1349218,1.1522334,-0.3217003,0.12659694,-0.7483723,-1.8985264,1.2346953,1.3357013,-0.35148776,0.66192955,-0.39089143,0.28848985,0.7591392,0.55508494,1.3409696,0.51888067,0.028084617,1
1.7568623,1.3212086,2.7697682,-1.5018265,1.1058073,-0.28114372,-0.8186059,-1.0987241,0.6743678,-0.014641354,1.5887653,-1.2630757,-0.5781636,-0.092221156,-0.75185674,0.006118664,0.31950077,0.48448423,1.5061672,-1.3034724,1
0.328893,-0.1558767,0.6707495,0.4313322,-0.9869194,-0.9011524,0.51164305,0.02340451,-0.21962184,0.6579868,0.7317185,-0.5296301,-0.85205317,-1.261919,0.03345412,-1.4231603,0.09942846,1.2168368,-0.35345978,-0.5362043,0
4.516126,3.3094158,1.195119,0.13901319,0.32867825,0.20366043,1.8146734,0.08722989,0.23723488,0.6886623,1.1899197,0.9368992,0.5380848,-1.5586998,-0.48813772,0.81942123,0.2503987,0.82612866,1.887166,-1.1769632,1
3.6561913,1.4693506,2.8950667,-0.041220743,2.1270046,0.13008694,-0.6405142,0.4198746,0.32394278,1.138097,0.4480528,2.4750648,-0.111404136,-0.09961995,-0.60388607,0.08566834,0.23105912,0.28121054,0.067187674,-0.6098212,1
-0.89053243,0.11589238,1.3822738,1.3567997,-0.076964535,-0.941583,-0.08117361,2.0916655,0.9989678,0.5507427,0.9626849,1.5405666,-1.1528662,-0.39203987,-0.52872163,0.5871144,0.16011089,0.7563113,-0.5068874,1.371952,0
2.4489474,2.4942596,3.1551235,1.1151243,0.3608284,0.8193469,1.7416607,0.51360124,-0.7296464,0.5830507,-0.03728122,-2.3480012,0.46199802,0.11665065,1.1564177,-0.75009364,-1.5057096,0.16868086,0.38017738,0.09383295,1
0.0118413465,-0.5776608,0.10181898,-0.34840584,1.0727087,0.37932536,-0.27799714,1.7238848,-0.26890767,0.5577867,-0.16692133,1.6311525,0.08685978,0.11641423,-0.13987036,0.19651192,1.1995379,0.84584385,0.028076181,1.701325,0
0.86411834,0.052884966,-1.1396122,-0.4150138,0.41334876,0.5972004,1.3591377,-1.094546,-0.43915534,-1.1776427,-1.3387992,-0.62781876,0.36661226,0.77139443,-0.9483541,-0.8092759,-1.7798232,0.2143522,-0.73213893,1.6630313,0
2.92809,1.6282682,1.3186045,-1.4946703,-1.3678718,-0.62214094,-0.6989029,-0.99917185,0.37709472,0.5142656,-0.4586324,1.9351523,-1.7467294,0.0581639,-0.2185802,-0.5507009,-0.69766283,-0.006959883,-0.22552782,-0.39187652,1
-1.307587,-1.1270458,-0.04778035,-0.4020961,-0.19703686,-0.1086218,-0.52250236,-0.21240743,-0.8535283,1.5239458,-0.79974014,-0.3709807,-0.7237888,-0.7405815,0.024641566,-0.10223421,-0.45946038,-0.283476,-0.7198135,0.40172565,0
2.0463254,-0.38377517,0.63469934,0.044948958,0.66862977,0.69679296,0.2054127,-0.039820578,-0.4344502,-0.76496035,-0.096845664,-1.2845888,-0.593856,1.1068536,0.09851222,0.89266443,1.4696438,-0.17702946,0.20732583,-0.3018459,0
1.7056755,0.8467457,2.8028674,0.20862728,1.846603,0.97205204,-0.731213,0.84034216,-0.30507553,1.2168597,-0.48633388,-1.052426,-0.7957551,-0.7446649,-0.84025174,-0.5726083,0.8566919,1.7960442,-1.3301895,1.2635131,1
2.0405774,2.1475966,0.30557084,0.52403504,-2.0053124,0.31393507,0.25725606,0.19100763,-0.73491013,0.5495267,0.3910815,-0.20995279,0.6718503,-0.095604144,0.5287772,-0.12587933,0.21670198,0.57472295,-0.39791256,-1.2338365,1
0.26721168,1.6804575,0.5398871,0.31814232,-0.042176105,0.73911864,-0.18593542,-0.4538988,1.1052983,-0.5305383,0.88947093,1.1059355,0.5668169,-1.2492355,0.02715491,-0.20199999,-0.49599925,0.14275159,0.76920635,-0.45855266,0
2.3468986,1.558655,3.123588,-0.2571006,-1.2344056,-1.5734348,0.36272958,-0.76068175,0.6687245,-1.33122,-0.5389122,-1.3305688,0.43461072,0.6488475,0.33862516,-1.0859363,-0.7457637,0.234314,-1.6877414,-0.24113494,1
4.035187,1.6197584,0.47117233,-0.60740924,-0.6306923,2.1403089,1.6656791,0.73093545,-0.34307593,1.2006297,-1.1334597,1.0765753,0.9279735,-0.15134573,1.1391863,-0.44722113,-1.2650856,0.977965,-0.08524293,0.6017806,1
4.3391676,1.0774598,1.8163373,1.5696346,0.66873175,-0.6997827,-0.9550177,-0.52808064,-0.7384147,0.23734812,0.078434505,0.27923775,-0.8408128,-0.07083391,-2.0556998,0.14500631,1.1754407,-1.4247459,0.48342824,-0.61101437,1
3.3207824,1.9583614,2.3644211,0.064823896,1.3283318,0.34741047,-0.7054237,0.09871505,-0.36888105,0.1623999,-0.4197697,-0.67681074,0.19927222,0.055789627,1.0639559,-0.41495588,-1.9808538,-0.3638708,-1.6264307,0.41567197,1
-1.6827654,-0.49730498,-0.12159835,1.5439506,-1.0728902,0.012404983,0.57997656,1.4840605,0.7777948,1.093907,0.86430705,-1.209123,0.3596921,0.84866095,-0.9565003,-0.5797599,-0.8031923,0.772623,-0.06928112,-0.3208459,0
-1.2905374,0.42367184,-0.3268522,0.24333957,-1.1429672,0.17790626,-0.43895078,-1.2492969,-1.327284,-1.1770204,-0.20639905,0.12099543,0.26982364,0.3075529,-0.7585233,1.0584029,-0.44222552,0.45014977,-0.16415544,0.37562123,0
2.3039532,2.193349,1.9523281,0.81384057,-0.81868505,-1.7698914,-0.97335744,1.0689185,-0.15455882,0.092062294,-1.0536367,0.065553725,-1.0228126,-0.8757813,-0.40248367,0.44509727,0.5518476,0.5790449,-1.5880841,-0.0066645006,1
-0.20564917,-1.0411164,0.2567199,-0.25042722,0.5115257,0.08124708,-0.5493205,0.9257625,-2.2212336,-0.06426513,-1.763251,-0.9121933,0.5248137,-1.2741975,-1.4237179,2.381945,-1.359289,1.6505209,-0.17220217,-0.52482915,0
0.5579191,1.8276602,-0.90533185,-0.5102498,0.8468697,0.28799433,1.1019179,0.515112,1.808224,0.1785886,0.22181115,0.32172137,-0.14248885,0.84808713,0.23704122,0.78818,0.94449985,0.42845467,0.5017163,-1.0103298,0
-0.5592209,1.3344495,1.6643673,-1.9404303,-0.56786317,0.023620602,-0.8792745,-0.82251966,0.4749199,1.581376,-2.0318236,-0.17047615,0.46328035,0.78021395,0.31912735,1.7614026,0.028906593,1.3119928,-0.64636767,0.057982948,0
-1.2215824,1.3919306,0.12029325,0.35782108,-0.31336862,0.5864285,0.39743397,-0.99465144,-0.93676746,-0.027768731,0.659574,1.8628956,0.30299085,1.0075314,-1.6128509,2.012956,0.6056862,-0.049604513,-0.16469605,-1.1071998,0
1.6969944,3.7101498,0.9707125,-1.0082678,-0.7022205,-1.1981808,0.015306575,1.0889105,-0.61049235,-1.3733243,0.29186133,-0.05577434,1.0027245,-0.4545083,-0.26015678,-0.14953037,0.089004114,-0.39256167,-0.5546441,-1.8503777,1
-0.5742545,1.2062893,1.0909816,-0.47111303,1.299486,-0.028704071,-1.3378464,-1.652384,1.2182579,-0.37300372,-1.2140645,-2.2592762,-0.3957161,0.40475085,-0.69769114,-1.0532452,-0.5493758,1.2431921,-1.3929816,-0.64170104,0
3.729039,2.2938902,2.1388447,-0.64844614,0.030504815,-0.53782904,-0.85938615,-1.0800575,0.7840956,-0.060406134,0.31451374,0.15167318,0.44091883,-0.25471878,-0.48165745,-0.8152803,-1.4139692,-1.1220331,-0.36541772,-1.6030395,1
-1.3911533,1.533206,0.4649156,-0.45183674,2.2715745,-1.6482497,0.97561127,-0.11146608,0.785047,0.108953714,-1.8722451,0.09546047,0.33555585,-2.1919854,1.9440483,0.3112076,0.6719877,-1.1655294,0.6906175,1.0895045,0
2.7718494,1.7903425,1.0661287,-0.21620692,-0.5120295,0.5719956,-0.8498759,0.5646507,-0.83898556,-0.26235256,0.6160444,-0.70379674,0.6505365,0.55299413,-0.27095068,1.1617832,0.077784345,1.1022766,1.7934649,-0.24130102,1
0.63608766,-0.14650184,-0.79207826,-0.19545966,-1.3626003,-0.93760777,0.5914326,-0.513649,0.71051407,0.29941195,1.8511541,0.5243373,1.1142181,0.40188468,0.3113935,1.164733,0.6687975,0.2100636,0.20565467,0.5382293,0
-0.68024087,-0.22273338,1.6661421,1.8644136,-0.9288825,-0.6689944,1.1425228,0.53352,0.6764281,0.8966013,-0.24073216,0.3299699,0.25219214,-0.8584916,0.31509095,1.2377107,-0.33413324,0.15256925,0.20670892,-0.28466454,0
3.1951823,1.1196483,3.2923625,0.62620556,-0.9367686,1.6980097,0.16810146,-0.72294754,1.1045545,0.49467152,-1.7719597,-0.52566034,0.27909735,-2.1595666,0.08507009,0.15797937,-1.1834918,0.27064487,0.007463839,-1.1912941,1
0.9106932,1.3289199,-0.049000964,-0.19858132,0.72626394,-0.20066315,-1.9309082,0.48693657,-0.8132593,-0.38984305,1.4578706,-0.13397847,0.0017349359,0.5096673,0.50533396,-0.91919774,-0.060298517,0.036152527,0.2720269,0.28922194,0
5.1057224,0.62385416,2.9398086,1.1833758,0.49278396,-0.6503154,1.6646681,-2.1919827,-0.6832667,1.1716822,-0.3701116,1.5964645,-1.5118047,-1.1121019,-0.53163815,0.4173993,-0.22202015,-0.49039924,1.4203964,1.513445,1
-0.4232471,-1.2187017,-1.9167477,0.23929012,0.6559556,0.06299779,-0.07090811,-0.8045426,0.65497977,1.6781853,-2.2168777,-0.077501185,-0.97034836,-1.490466,-1.1299759,0.37967286,0.4049622,1.4602878,0.008781547,-1.7582216,0
-0.24703687,-0.895313,-0.9660598,0.5805591,0.1941809,0.5875656,-0.35749283,0.79052955,-0.4134029,1.1166829,0.34463894,-0.20699687,0.21209304,-0.017860701,1.5961065,0.24543762,-0.0016126723,-0.23849085,0.84318423,0.70791334,0
-0.28270894,-0.66457546,-0.661232,-0.18416254,1.3489275,-0.25017664,-0.5941236,-1.7607193,1.5135415,0.56902814,0.79600996,0.96168804,-0.16473024,0.084590636,1.4886019,0.17958088,0.5875253,0.8705507,0.64293134,-0.12816916,0
2.4843974,2.5773544,2.7357197,1.1682326,0.551097,0.5966056,-0.44623336,-0.5811495,0.78063065,-0.5741851,-0.020701002,1.3790232,1.2205703,0.30178884,-0.29613957,-0.12337891,0.86766016,-0.036499277,-0.5582824,1.2157748,1
0.1727328,-0.08618975,0.7196763,0.9712184,-1.007673,-0.2004539,-0.24668337,0.45228717,0.6320083,-0.5514739,-1.4927511,1.0317987,-1.1199453,0.2711842,-0.1319809,0.1624439,1.651234,3.0382817,-1.6334374,0.98390615,0
2.3620334,2.8475685,2.91698,1.4097449,0.28496492,-0.8895765,0.9276495,0.11799758,-0.23384322,-0.4762239,1.0063356,1.6033695,-1.1953526,0.62195224,-0.37238717,-1.4672724,0.14770582,-0.83313775,-1.5777532,-0.7817405,1
1.4905072,1.153027,0.6338328,-0.3951401,-0.71324915,0.37561387,0.593539,0.26014858,-0.23544446,-0.2624276,-0.837075,-0.81299466,0.70360386,-1.7597026,-0.08072494,-0.32352906,0.5991321,-1.425012,0.012480705,0.34298435,1
0.61354995,0.725386,1.8679271,0.5141469,0.1824993,0.56045425,-1.0793725,-1.5887504,0.084505804,-1.2293532,-0.86532235,0.93227834,0.18909955,-0.5681449,-0.6980315,0.62092155,0.21197094,-1.2145567,-1.9478238,1.8818018,1
-1.2313466,1.0187626,1.7514291,0.14759757,-0.6004367,-1.426049,-1.4400105,0.37669486,1.4509764,-0.3954591,-0.55572045,0.6974811,-0.68594724,0.2744829,0.04180145,-0.40946805,-0.015538159,1.7631521,0.60453296,1.0925008,0
-0.9275617,1.5870023,0.8797566,-1.4995961,0.53979075,-0.51327413,-1.5458037,0.12977573,0.5390426,0.15160806,-0.109138586,-0.33058533,2.466588,-1.1825694,0.872922,0.015422971,-0.8544665,-0.04839905,-1.3929327,-0.5954904,0
-0.055801664,-1.060051,0.74711865,-0.96376103,-1.451721,-1.0804178,2.175954,-1.9780642,0.4361231,-0.75163627,-0.35012817,0.60393095,0.5548187,-0.6806964,-1.357824,0.62214094,0.55237716,-0.2849695,0.4419444,-0.44582948,0
-0.8359049,0.4950283,0.75976884,0.30925027,0.50916266,-0.7605789,1.5818812,-0.34238085,-0.118915655,-1.318656,-0.19385515,0.5322377,0.7625106,1.5619408,0.5202349,0.2769132,-0.4462951,-0.6617404,0.9702485,0.95107037,0
1.4412686,2.52281,2.6101007,-1.1138089,0.54045683,-1.0495465,-2.429293,-0.16010241,0.2578147,-0.115070805,2.867107,0.37885123,0.14714181,0.4295913,-0.44131902,0.92947906,0.36100194,0.31517172,-0.62412024,-1.5643303,1
-0.5102534,0.7737,-0.20396335,0.29172716,-0.23236188,0.43057948,-0.9768241,0.19289002,-0.64095414,-1.538283,-0.16515413,1.5363176,-1.4585764,0.11939225,0.7975771,2.3000307,-0.49293298,-0.6320006,-1.1666921,1.1405163,0
1.6508669,1.4291176,0.11077905,0.88397187,1.1582583,0.84577507,-1.6053252,0.60715103,-1.6726704,0.058040302,0.20507757,0.31018323,0.53463656,-0.008033603,-1.9624295,0.535121,0.09760814,-0.9026198,-1.5693974,1.5400221,1
1.2224332,1.1970235,-0.4355638,-2.5169957,0.7646792,0.36668676,-0.3746623,1.1248063,0.84799755,0.17609549,0.035058416,0.05096772,0.67993987,-0.85747635,0.42598313,-0.92059094,1.3365551,0.5321286,-0.68822825,0.08059582,0
1.6644948,3.3038268,3.582593,0.6962237,1.5566566,0.15179595,0.76351255,1.2247245,-0.0057435953,0.071103856,0.9336566,0.64649796,-0.75546074,-2.1868293,-0.17552806,-2.0969143,-0.99101734,-0.87428695,-0.5686423,0.82043815,1
1.0288122,0.9998068,0.8732431,0.6561205,-2.49683,0.010197682,-1.7964587,0.5091395,-2.0931082,-0.18043853,0.5477698,-1.1177579,0.96171594,0.5066222,0.38082469,0.69800156,-0.3592001,0.15191886,0.010051573,-0.012548945,0
1.84625,0.55718184,1.6228585,-0.3919479,-0.736731,0.85205376,-1.1722066,-0.17150916,1.1663398,0.9091294,1.2162939,-0.59078056,0.7842881,-1.0629704,-0.27587396,-0.18175581,-0.57584023,-0.361814,-0.49337593,-0.9823938,1
0.84754616,0.3086161,0.44217265,0.16377687,0.054726426,0.09280454,-0.3054172,1.4183968,0.76074475,0.018382033,-0.44705445,-0.118820846,0.41762152,1.49994,-1.3730476,0.6597748,1.1267236,-1.4867184,-0.18115088,-1.064518,0
2.9488108,1.4413631,1.8295778,-0.4110558,0.7201634,0.22903296,0.23092677,0.16062182,0.5724909,-0.26197186,1.7007748,-1.2347947,-1.7259184,-1.8086805,-2.0795882,0.6731698,0.5513677,1.2077765,-1.0566382,0.74546146,1
2.5751052,1.9663005,2.5853398,-0.75628173,2.587249,1.3318803,-0.531706,-1.090738,-0.08790416,0.18225844,1.0656153,-1.168721,0.28548694,-1.5290151,0.4363576,-0.10750422,1.9366797,-1.5460025,1.3706083,-1.7038313,1
1.1910709,0.12261939,2.2100697,-1.1736988,-1.3483315,0.2027676,0.45177537,0.039849304,-0.16221915,1.8289096,0.14583626,0.8056915,0.14292212,-1.0978763,0.54988766,-0.6557973,-0.09098614,0.3054027,-1.941418,-1.6095021,1
0.90059185,-0.17268038,-0.37558585,0.1664384,-0.3856726,0.41758838,-0.05112179,0.19860294,-0.7018584,0.19359483,1.1050891,-0.5677482,0.9153183,-0.05156032,0.73448163,0.12877132,-0.03341092,0.3497297,1.2135975,0.23609729,0
0.4696635,0.122581184,1.8116226,0.6403371,0.07770846,-0.12265367,0.97790825,-0.6062041,-1.7828751,0.0723996,1.1900046,1.5913088,-0.10729394,0.043587662,0.5195304,-0.26434943,0.51640594,-0.08540175,1.0113683,0.7229805,0
0.8013605,0.28574845,2.1666634,0.48391193,0.24729405,-0.760943,-0.09707182,0.11437976,-0.7876773,-0.29231715,-0.16580002,0.05592066,-1.762707,-0.13527054,-0.3773462,-0.020884149,1.0352765,2.0523956,0.6783772,-1.2344222,0
2.1728742,2.3956773,2.4430075,0.9873257,-0.09735099,-0.36350024,1.752424,0.058670603,-1.0166744,1.4751337,-1.4960955,-3.4950452,0.76938677,0.910701,0.41401294,-1.3024561,-0.058869854,-0.27816856,-0.537289,1.4120694,1
1.4716152,2.1158185,3.1537638,0.38144153,1.2411184,0.56371474,0.42934966,0.36683488,0.61344326,-0.38553908,-1.3018738,0.9540434,1.1617423,0.2519788,-0.5483756,-1.5577171,0.0858071,-1.3489504,-1.4889874,-0.020731527,1
-0.77263683,0.83637565,0.08144051,-0.60663456,-1.704915,-0.8528881,-0.8161365,-1.2253077,-0.32904428,-1.147252,-0.16374275,0.2404112,-0.82616997,0.42540863,-1.3613579,-1.1121774,-0.113217294,0.6870411,0.8673995,1.6123906,0
-0.3854562,0.3635648,-0.7919394,-1.2537663,0.22857209,-0.7758715,1.2323792,-1.4623858,0.48635322,-1.0057392,-0.82044846,0.5391121,-0.67588043,-0.5157841,-0.81215835,1.7850298,-0.6174863,0.051552217,-0.2019136,0.22141705,0
-0.6236043,0.29024887,0.63468814,-0.8630071,1.0893214,1.1854805,0.60649264,0.06987638,-2.9906015,0.42429113,-0.3913304,-0.24627441,-1.8973774,0.49358848,-1.4485811,0.11842455,0.9046575,-0.4693282,1.2160517,-0.7469904,0
3.1187143,0.49492824,2.9908473,0.8759904,0.46835792,-0.39328414,-1.4020007,-0.39064032,1.1103072,0.12996188,-1.5530369,-1.1247276,1.2531514,0.48791274,-1.2340001,-1.7658315,-0.62504214,-1.8513587,-0.1558345,2.4516253,1
0.9213251,1.6136883,3.2716436,0.74908787,-0.14874071,-0.14634867,-1.1559098,-0.26765576,0.24344072,1.1051135,-0.6201756,-0.18983513,-0.9492135,0.22532518,0.78377944,0.62964803,-1.1701871,0.1468632,-0.67731255,1.01105,1
2.3569684,0.2802006,1.7399142,0.45847258,0.24400607,-0.511796,-0.5852734,-0.9875044,-0.3947496,-0.855679,0.970086,-0.9011374,0.122284465,0.054303903,0.94566745,1.0893683,0.69596994,0.35292834,-1.0486461,-1.0688701,1
-0.85455817,1.2429872,0.31406605,0.86865723,1.0028027,-0.7259519,0.03207433,-0.012993678,-0.3277877,-0.53484285,1.1847554,0.051971726,0.013144788,-0.80277765,0.67521244,-1.0051075,0.45490554,0.48222935,-0.41251504,0.31765208,0
2.703951,1.7603533,1.9726609,0.061781824,0.12991168,0.06024203,-1.1038642,-0.15221095,0.2649486,0.09728873,0.95375025,0.6200866,-0.87040955,-0.16662711,-0.31133667,-0.0043484867,-0.0029814,0.61152166,0.17732836,1.230545,1
2.7592843,0.9691234,1.4924363,0.6037891,-1.6141683,-1.3458804,0.010697207,0.95092213,1.3070354,-0.21710575,1.0608287,0.07226791,-1.531415,-0.0080765365,-0.6189081,0.9182309,-0.02567526,-1.2779131,-1.4997149,-0.020979958,1
-2.4290848,-0.027099192,0.47176644,-1.0570165,0.99398714,1.1910065,-1.016701,-0.29804417,0.99469316,-0.0013075343,-1.3944786,-0.14332107,-0.85292834,1.1081979,0.6059321,-0.31375694,0.14214802,-1.3081216,-0.75377744,1.5532792,0
2.571796,2.7297997,2.19173,1.3142818,-1.9988376,-0.18821758,1.6447816,0.9561734,1.3253722,-0.0067645935,-0.5371064,-1.0271645,-1.0969281,0.80706054,0.5132111,-0.06657345,0.50819063,0.14245176,0.9622177,0.9526867,1
-1.0747415,0.7647121,-1.4281306,0.13302074,0.60430425,-1.3137194,-0.41646275,0.009526378,0.23391491,-0.2786037,-1.1722882,-0.054007202,-1.6522436,-0.23264144,-0.44137362,-0.13426568,-0.559322,-1.5076809,-0.36634332,0.9308201,0
3.779742,4.2390485,3.6513672,-1.1969379,-0.4084376,-0.022785636,-0.08555984,0.06953333,2.4075913,-1.0820515,-0.71353114,1.6438259,-0.61598134,0.39358065,1.0346574,0.486499,0.19176564,0.9386108,-0.89306855,-0.49636313,1
0.5267703,-1.5783731,1.6573199,0.30339238,0.15303175,-1.6305128,-1.2866092,-0.39858365,0.80742985,-2.076616,0.7883648,-0.36003134,-0.22342347,0.25359294,0.26931724,-0.71242857,0.6249101,-2.3193982,-0.4504189,0.15368177,0
2.173332,-0.027196288,2.7177444,-1.2483878,-0.06751401,0.1530346,0.019827154,1.1690109,-0.05326256,0.4274554,-0.055904035,0.6129561,1.3934953,0.13754183,0.78185034,1.455329,1.3571843,-0.3852894,1.0364324,0.24877116,1
3.6355112,2.3683486,2.235385,0.4339721,0.25523797,0.29433304,-0.15883236,-0.25172433,1.7631749,0.47752792,-0.57330495,-0.27741742,1.0562584,-0.7361867,-1.4820276,-1.4084492,-1.7289757,-1.2988149,-1.1808659,1.3852373,1
2.472102,1.4364505,0.5163039,-0.1431264,-1.737328,-0.36941716,2.0644944,0.6638036,-0.20979816,0.69812363,-0.5215432,-0.8006777,1.7041296,-1.1422746,-0.35412124,0.30603328,-0.9362342,0.65060496,-0.30659452,0.6639103,1
3.1042655,1.5567019,3.6703756,-0.6653358,1.3488705,1.1749332,1.7708822,0.17405604,-0.7885857,2.0767965,-0.33470148,-0.81354254,-0.18978675,-0.9816907,0.5261488,-0.60566837,-0.28748417,0.96777886,0.6236932,0.015584572,1
0.16200618,0.5033215,-0.19041894,-0.002526661,0.49084163,-0.12616213,0.41976762,-0.8366688,-0.60389364,-0.7343205,-0.56513137,1.287181,0.7260388,-1.0769231,0.4374983,-0.39058232,-0.6823846,-1.4857395,0.9719187,-1.3638631,0
