src_port,dst_port,protocol,packet_size,packet_rate,byte_rate,flow_duration,total_packets,total_bytes,tcp_flags_syn,tcp_flags_ack,tcp_flags_fin,tcp_flags_rst,entropy,conn_state,src_bytes,dst_bytes,wrong_fragment,urgent,label
55937,80,17,56.330111681609026,100.0,11100.734065768193,0.4802859110597177,996,100242,1,0,0,0,2.335969843644208,2,4960,486,0.0,0.0,1
59470,31337,6,152.31140839186372,1.0492865593254934,461.02072149830275,29.15773570374188,17,4969,0,1,0,0,6.9155915214317005,1,1991,3025,0.0,0.0,3
60527,443,6,369.85729253098214,4.828135860382011,500.0,5.2351500914412545,61,49787,0,1,1,0,3.2022883985619788,3,25037,24709,0.0,0.0,0
61173,842,6,70.32725224002479,143.23265391207224,4200.742543128981,0.059581686967313655,1,209,1,0,0,1,4.062965188875268,3,98,54,0.0,0.0,2
61182,21,6,162.96100432374027,60.00096482891442,4858.133688713519,5.847860743763237,27,4993,1,1,0,0,2.9505466566148235,2,1988,1044,0.0,0.0,4
63757,443,6,369.88303168862865,4.817120418218513,5960.292272444739,21.652244523560952,51,50284,1,1,0,0,2.9980751364845575,3,25263,25121,0.0,0.0,0
61448,22,6,145.16795742679227,58.954026957302034,8738.816726324108,1.3564294636071061,32,4928,1,1,1,0,3.402345752597079,1,2087,970,0.0,0.0,4
53925,3306,6,442.1730270906148,23.244992989530793,23866.688075490263,37.28601721438161,51,49677,0,1,0,0,5.901894039809761,1,29725,20009,0.0,0.0,5
58110,22,17,460.4093746863339,1.0,1918.413915138266,109.39197438949736,45,49538,0,1,0,0,3.4422898493987937,3,24867,25099,0.0,0.0,0
61213,443,6,907.1934126603943,23.984855126564156,24681.853369025765,1.0,55,49727,0,1,1,0,5.8406126007676535,1,29803,20248,0.0,0.0,5
54047,443,17,42.96932182353389,100.0,66188.53477446265,7.356824383220826,990,100481,1,0,0,0,2.4535322212800446,2,5033,482,0.0,0.0,1
54103,443,6,761.090292364888,16.93542520042869,15381.917066828646,1.0,43,50170,0,1,1,0,5.594459429761543,1,29862,20089,0.0,0.0,5
55964,910,6,46.016351015568944,41.42147534928111,5098.209842146431,0.38629972128313955,3,206,1,0,0,1,4.739531509457862,3,91,54,0.0,0.0,2
53781,3306,6,1026.8971879084902,5.632292810401571,17525.5404653304,3.8923374276670755,42,49902,0,1,1,0,5.7545629556814974,1,29926,19921,0.0,0.0,5
57207,3389,6,113.79388968375157,25.58530865888747,11199.390222306134,1.2453438877159542,25,5112,1,0,0,0,2.773336543714581,3,2026,1033,0.0,0.0,4
65438,8080,6,130.69017873052752,2.38934702280679,551.927233063672,25.843156697128883,17,4859,1,1,0,0,6.087742716098511,1,1923,2979,0.0,0.0,3
27032,443,17,86.63555769041905,681.7220595150231,107086.83655322595,0.1,995,100104,1,0,0,0,1.6105596632467372,2,5033,526,0.0,0.0,1
32590,80,17,87.54599126002212,554.9421261364004,135950.36564346045,0.44815034319913943,1072,100614,1,0,0,0,2.0826421972537896,3,5104,519,0.0,0.0,1
52897,53,17,63.82357066193692,172.9402080462768,77488.1889209228,0.4415644695145845,996,99801,1,0,1,1,1.4578240986129014,3,4988,505,0.0,0.0,1
61708,31337,6,203.21670204080615,1.9481614360206234,325.997696036452,29.04659957773365,16,4961,1,1,0,0,6.798978592670232,1,2040,2979,0.0,0.0,3
58710,819,6,65.05234714506086,122.66528724938502,1390.7466648490881,0.2905192331169721,3,192,1,0,0,0,4.7217519937345225,2,100,51,0.0,0.0,2
62480,8443,6,152.59289114560386,1.2924660831175834,222.28175384474582,26.155482422037835,18,5054,1,1,0,0,5.794928145436907,1,1931,3055,0.0,0.0,3
50679,23,6,140.83545071770075,57.41276597290785,7983.311578117082,10.515839605534902,36,4916,0,0,1,0,2.4966053260853203,3,2026,954,0.0,0.0,4
58644,443,6,568.1200038199717,10.416735354966214,6340.439794554677,71.5285450154283,58,50171,0,1,0,0,3.3366607170455067,3,25169,24952,0.0,0.0,0
63587,80,6,59.779034696834884,480.92561320641204,27376.183229977978,0.1,990,99591,1,0,0,0,1.6297477863399643,3,4938,502,0.0,0.0,1
51691,31337,6,160.56370244509878,2.207020509390829,391.1049090373082,36.59574900335781,25,4982,0,1,0,1,6.39887897031573,1,1992,3060,0.0,0.0,3
60585,8080,6,140.9847621681386,1.9885447032783183,583.3945125960307,38.967305626758716,19,5136,0,1,0,0,6.794133730165738,1,2008,2976,0.0,0.0,3
57585,443,6,895.0054707261563,16.570047373219495,6306.566346499076,115.8737907174213,51,50240,1,1,1,0,3.8516565307287958,2,24934,24939,0.0,0.0,0
60476,31337,6,246.0925185214415,3.0275967859487594,499.8991580252529,41.51022378201074,28,5012,0,1,0,0,6.055985455104221,1,2045,3007,0.0,0.0,3
56210,396,6,62.01665843571322,120.83926354445958,4352.742640449655,0.1902117079197051,4,199,1,0,0,1,4.779057844912332,2,137,47,0.0,0.0,2
63131,1337,6,262.406224488616,1.1198509733466075,251.19768316530212,36.382415993670854,17,5048,0,1,0,0,6.797374854927221,1,2038,3004,0.0,0.0,3
64319,22,17,916.2629313530283,4.13698371569342,5856.625924946993,85.3218221129609,54,50278,0,1,1,0,3.527521278640522,1,24879,24861,0.0,0.0,0
63900,31337,6,233.552302329784,2.769505051294649,806.9555195388846,11.578781845242727,18,4998,1,1,0,0,5.503273884214518,1,1944,3109,0.0,0.0,3
29279,80,17,92.236844840357,209.9744913916543,27116.41734088161,0.5495703274837794,1011,99978,1,1,0,0,1.8676153299300164,2,4986,524,0.0,0.0,1
58814,22,6,200.12647838477662,25.47589848692509,8562.665036243718,4.457405058725371,29,4978,0,0,0,0,2.9376077088044337,2,2054,1001,0.0,0.0,4
63038,443,6,72.9200055786081,414.6170156205474,10000.0,2.347583241485157,974,99759,1,0,0,0,2.550878032484659,2,5006,510,0.0,0.0,1
40447,53,17,55.34090307870482,436.12199635863163,112962.62259917284,2.3525231811397034,989,100108,1,0,0,0,2.4162670493284937,2,4966,482,0.0,0.0,1
59077,443,17,340.29093687876355,14.78220174173811,3580.8554140935507,18.948954856156668,54,50210,0,1,1,0,3.9648701124055785,1,24803,25255,0.0,0.0,0
50264,3389,6,93.66403180879244,41.851581470761964,8507.116951738073,11.157689766837013,34,4966,1,0,0,0,3.1004781989430867,3,2033,1009,0.0,0.0,4
58110,1337,6,184.94777522785722,0.6529082402936497,601.0674169803397,16.858424491579125,23,5046,0,1,1,0,6.6133087187299635,1,1999,3025,0.0,0.0,3
39429,80,17,48.969342834042806,569.3119274876,236376.18648464748,1.3445302669392165,966,100410,1,0,0,0,2.7879776513752175,2,4943,504,0.0,0.0,1
45290,443,17,41.33565093476679,353.9938512508347,24559.028197496995,1.4294338986036759,1030,100283,1,0,0,0,2.9005254520780808,3,5045,518,0.0,0.0,1
62358,549,6,70.4755377833491,49.54600606476488,6918.2569267465715,0.017406804188734314,1,196,1,0,0,1,4.528040487571919,2,109,60,0.0,0.0,2
57148,3389,6,189.64113316999726,69.61343991375725,8491.16848917894,10.568561494209654,24,5048,1,1,0,1,2.5917714280768545,1,1986,992,0.0,0.0,4
51048,31337,6,104.53285242738494,2.002246107031253,242.58143384014812,34.30581831491425,18,4985,0,1,0,0,6.219230908473877,1,1947,3081,0.0,0.0,3
59142,162,6,60.69208249089033,86.94838863851882,6191.675755930849,1.4325460419625438,6,212,1,0,0,1,4.410374749745449,3,101,51,0.0,0.0,2
64683,1337,6,249.50285553938795,0.5,636.3323684515357,59.61659948593395,24,5019,0,1,1,0,6.106957863776033,1,1972,3084,0.0,0.0,3
52747,21,6,186.88145381409436,35.98272692343595,7303.75172632927,1.0340121972148628,38,4976,1,1,0,0,3.3273155085047508,3,2080,994,0.0,0.0,4
62895,8443,6,249.53023149319375,3.1337999196954365,532.5341213288569,21.003686428913035,32,5055,0,1,0,0,6.267617542578178,1,1991,3054,0.0,0.0,3
26751,443,17,61.31619303681609,100.0,10000.0,1.2796421003782568,987,100038,1,0,0,0,2.3093496069461295,3,5038,499,0.0,0.0,1
18067,53,17,69.77754318278527,100.0,49278.95566075513,1.9473805125595458,1045,99989,1,0,0,0,0.8936438208192847,3,5115,494,0.0,0.0,1
51259,80,17,40.0,240.29042086823534,14587.329793688517,1.1802847096744493,1061,100182,1,0,0,0,1.2968764477092434,3,4965,514,0.0,0.0,1
65435,1433,6,894.4814851370966,21.18143035555263,18152.074367436115,18.800960861846328,52,49974,1,1,1,0,5.853491451279584,1,29888,20044,0.0,0.0,5
28641,53,17,40.0,100.0,76794.29908355308,1.6112145317329767,1022,100033,1,0,0,0,1.7852818517458648,3,5045,464,1.0,0.0,1
62155,443,6,925.9204444614284,12.449948883090158,15243.097963950067,4.112397048991,46,50588,1,1,0,0,5.0533102915220836,1,29529,19962,0.0,0.0,5
55446,4443,6,176.88681084690967,1.6336995351073718,333.75518910721013,42.99966616404053,18,4924,0,1,0,0,7.2303595987875555,1,2080,2945,0.0,0.0,3
56870,443,6,775.6201486732797,28.94282534124816,23476.531900646347,4.562184488830636,54,49988,1,1,0,0,4.9115601000085025,1,30190,20234,0.0,0.0,5
50594,80,6,844.9609361113671,18.277502845036384,19210.517725906735,2.131137505880753,53,50061,1,1,0,0,6.039924348312313,1,30108,19774,0.0,0.0,5
64910,31337,6,224.03842649158514,3.0352327547045457,685.4026889699671,31.574313431865402,13,5016,1,1,0,0,6.4932563413093,1,2017,2984,0.0,0.0,3
56015,3389,6,683.9655020295327,8.141435483535496,4201.7762955945,64.90783322477546,53,49921,0,1,0,0,3.3184750681557103,1,25206,24855,0.0,0.0,0
53080,1433,6,991.9691891697853,18.208958692153352,20968.379808462672,14.080335192329843,46,50103,1,1,1,0,4.883209659159508,1,30175,19863,0.0,0.0,5
60286,53,17,40.0,782.9835981215845,116563.12522803787,0.4726674111029003,1020,100104,1,0,0,0,2.0796409120752797,3,5052,489,0.0,0.0,1
49538,22,6,141.58429757702842,62.67276330015089,3073.7758038467127,5.242187289186058,34,5103,1,0,1,0,2.5688142501713616,2,1964,988,0.0,0.0,4
52821,8080,6,190.6795824055472,1.046922211700469,262.19826395306717,38.87315709963142,26,4991,0,1,0,0,6.672910658104295,1,1909,2987,0.0,0.0,3
52662,443,6,636.2890160714571,16.562043108713162,3740.1894905631752,79.17053380195622,39,49959,1,1,0,0,3.2118690354858637,2,25220,24732,0.0,0.0,0
55338,1337,6,247.5421799670118,2.5834159846036835,475.5561941905435,45.7132438045338,14,4946,0,1,1,0,6.233519699132032,1,1962,3038,0.0,0.0,3
63083,443,17,418.70142466074765,1.0,7254.716486349516,80.33831294206249,37,49509,0,0,0,0,3.5704588241173782,2,25302,25218,0.0,0.0,0
62632,53,17,73.81646903753294,169.06929634929594,94114.29385997508,1.0820269927619897,963,99911,1,0,0,0,1.6346818807786632,3,4988,480,0.0,0.0,1
63830,456,6,54.47361021032331,98.35272610131204,5806.533537660286,0.6231440202775782,1,205,1,0,0,1,4.7039945489851585,2,87,54,0.0,0.0,2
54078,46,6,42.530088310019764,114.5158180060253,3314.2348891691877,0.2469891949432032,1,223,1,0,0,0,4.581695459571987,2,92,48,0.0,0.0,2
60686,22,17,556.6064410790433,10.852486175202154,4639.020422136732,101.82388503780318,50,49656,0,1,0,0,2.8797032075796327,2,24968,25127,0.0,0.0,0
60550,8443,6,141.00625792808697,2.060397345910972,521.560791505724,26.5702743445384,19,4896,1,1,0,0,7.032542798257713,1,1993,2936,0.0,0.0,3
64738,443,6,555.3138305189856,18.849312103384833,4563.92824360356,10.558625210445294,38,50529,1,1,0,0,3.280150024532096,1,25217,25157,0.0,0.0,0
62623,3389,6,462.7255211273817,13.208437185773247,2873.1959868580984,60.02636140416831,57,49888,0,1,0,0,2.8872557603905866,3,25088,25277,0.0,0.0,0
57870,3389,6,129.8394486284421,40.599722678647,2000.0,3.0196846385437617,21,4972,1,0,0,0,2.0,3,2055,1074,0.0,0.0,4
65446,1006,6,63.78814814230854,69.53790107849284,8379.862091103558,0.5696476149810757,2,193,1,0,0,1,4.764641228195987,2,95,40,0.0,0.0,2
62553,148,6,56.789216745848435,89.63187019990744,4066.014860290391,0.21027678038755712,6,195,1,0,0,0,4.749700340222506,2,99,60,0.0,0.0,2
8838,53,17,40.0,1007.2324167644548,53695.35301613136,1.4155993902123758,988,99840,1,0,0,1,2.372393314862213,2,4945,514,0.0,0.0,1
50754,80,17,40.0,195.2232153810439,207196.64042018246,0.7741878708132762,1007,99909,1,0,0,1,2.201287593723596,2,5129,476,0.0,1.0,1
53457,53,17,71.62343545106482,416.2045908224927,41075.29816259921,0.1,996,100543,1,0,0,0,1.5270052768468785,3,5069,476,0.0,0.0,1
50370,8080,6,613.9900610682764,7.159288350828327,3405.994392835636,45.621877710433736,53,49771,0,1,0,0,2.9827306845758566,3,24987,24881,0.0,0.0,0
23310,80,6,51.98313462670369,991.3360934006349,119278.07752755808,0.5871869976300882,1019,99722,1,0,0,1,2.26788751948852,2,4884,486,0.0,0.0,1
59909,443,6,654.6166378355053,1.0,5663.6877265170315,62.701676519084984,47,49974,1,0,0,0,2.6298160871927574,3,24925,24848,0.0,0.0,0
64550,23,6,116.502419126639,79.86678837912683,12623.902334384966,5.9423109220173895,35,4950,0,1,0,1,2.725785437940667,2,2018,978,0.0,0.0,4
56310,443,6,759.7477007887593,12.835277586940515,5965.048097657183,6.493073148843256,46,50053,1,1,0,0,3.7740631643636453,1,24836,25087,0.0,0.0,0
61238,443,6,1128.472394798466,42.631312610533314,15538.781410870004,10.527535645176776,49,50138,0,1,1,0,6.258576877531517,1,29875,19962,0.0,0.0,5
55600,556,6,63.41555314431219,142.00309191147355,5489.485748095083,0.337878143416062,1,216,1,0,0,1,4.305694847141749,3,94,53,0.0,0.0,2
64210,320,6,63.643783412933416,101.8207330939964,7659.957697757969,0.6969323290612756,1,205,1,0,0,1,4.3325706848939785,3,107,45,0.0,0.0,2
59125,649,6,68.96460920170243,101.81741871517292,3716.7006739753006,0.692155203592806,4,188,1,0,0,1,4.978588622123554,3,107,50,0.0,0.0,2
65359,513,6,49.0065558721367,81.41457522021771,8454.890418229224,0.08163185414550142,4,175,1,0,0,0,5.059534754817539,2,111,49,0.0,0.0,2
53064,8443,6,251.76899807600802,1.8885389924182188,100.0,28.759574744926237,16,4853,0,1,1,1,7.075255785277853,1,2012,2915,0.0,0.0,3
55125,22,6,143.07890190950835,47.46892313281333,15550.134035627761,6.479816623495513,32,5089,0,0,1,0,2.654762928904391,3,1974,1030,0.0,0.0,4
22167,53,17,40.0,199.69716566468801,65164.120728435024,1.5911434658664616,958,100221,1,0,0,1,1.3231578810810425,2,5022,549,0.0,0.0,1
61228,8080,17,334.8830313965078,9.686715218987777,581.6967618225981,43.27483461270455,47,50433,0,1,0,0,3.5542062366764506,3,24859,24925,0.0,0.0,0
53166,4443,6,272.4679485841737,0.5,279.96541781901277,30.736798092649437,22,5196,0,1,1,0,5.633453073508238,1,1973,2964,0.0,0.0,3
60346,23,6,117.36452652167134,32.70242638274626,6988.091479009522,5.814445266646814,34,5140,1,1,1,0,3.673337963418021,2,2103,953,0.0,0.0,4
61003,796,6,68.52507291168034,114.09055255025474,5129.391924244694,0.9146281758583713,3,201,1,0,0,1,5.044381416774668,2,113,45,0.0,0.0,2
58146,22,6,98.09062180788203,39.57862245517982,5066.574698105622,5.02480842010784,22,5095,1,0,0,0,3.0775923690239653,3,1972,958,0.0,0.0,4
53213,80,17,574.8560111154611,11.775112272107583,6044.48736249602,128.0671291354917,45,50045,1,0,0,0,3.060526498376073,3,24977,25028,0.0,0.0,0
49823,23,6,99.08111552436804,54.266163197379996,8463.920801757646,23.84309448772988,24,4956,0,1,0,0,3.1705692382954496,2,1947,970,0.0,0.0,4
49509,8080,6,1089.2344343677212,31.068525134681515,23494.245058751483,24.418226145454017,42,50227,0,1,0,0,5.556091741538303,1,30034,19781,0.0,0.0,5
54203,22,17,416.3713931981456,11.33875612182231,500.0,29.900056613050385,43,50176,0,1,0,0,3.1540343388306793,3,25080,25001,0.0,0.0,0
64571,1433,6,662.9337659103373,5.0,12142.21768026143,7.409160522009804,46,50209,0,1,0,1,5.602779151534332,1,30097,19890,0.0,0.0,5
57870,1433,6,929.2447331478423,15.476314416115713,20530.049255765378,6.871303888913092,65,49855,1,1,0,0,6.04284558346131,1,30124,20000,0.0,0.0,5
60518,214,6,46.37318244743916,137.56005738825155,4769.171504780478,1.5240908731746539,4,219,1,0,0,1,4.378441105064851,3,104,49,0.0,0.0,2
59973,3306,6,807.3488764821855,17.834326609683682,23156.084370209428,7.015044336946108,51,50012,0,1,0,0,5.062267600717249,1,29781,19945,0.0,0.0,5
60631,806,6,53.206294673734476,79.76303321375896,8553.002007735364,0.20574700525129042,2,190,1,0,0,0,4.867751631266574,3,107,48,0.0,0.0,2
57190,19,6,40.0,121.81358787292315,6899.698292771201,0.42378918718791575,5,205,1,0,0,1,4.467431278117223,3,98,41,0.0,0.0,2
60034,3389,17,561.1108640754517,7.966384584767081,4677.311576696413,8.474118606869563,61,49895,1,1,1,0,3.0364749540373333,1,24935,24976,0.0,0.0,0
59851,637,6,66.68880560301982,77.37050601619417,6628.182062401068,1.0342615680990659,3,218,1,0,0,1,4.511594653927899,3,113,52,0.0,0.0,2
56062,8080,6,600.4833264374055,11.382718334463334,7220.604723965528,123.0694562220186,55,50383,0,1,0,0,3.2684680278829914,3,25167,25009,0.0,0.0,0
53585,8080,6,410.21583447804085,6.4548314416764745,7107.22479848732,56.15176365970439,64,50004,1,0,1,0,4.070429493350807,1,24925,25237,0.0,0.0,0
63191,3389,6,331.81824039042897,4.034700225448819,1361.384142670553,16.070680862922416,45,49525,0,0,0,0,2.8681154613897286,3,24762,24995,0.0,0.0,0
59484,297,6,45.951147915248725,87.01516705094933,8082.395871506564,0.8055001680788112,2,207,1,0,0,1,4.139319587474235,3,111,43,0.0,0.0,2
49377,3389,6,511.8284244544845,9.002356633352957,6277.035721188971,1.0,50,49718,1,1,1,0,2.627717524050982,1,25035,25135,0.0,0.0,0
51199,443,17,661.3186495827374,12.81672731252512,3946.489134690019,6.441997122227507,53,50333,1,1,1,0,2.9532338567701637,3,24786,25204,0.0,0.0,0
52304,3389,17,712.4419701827424,8.805596260667013,500.0,33.226929671266085,49,49784,0,1,0,0,4.031886991892788,1,25071,24916,0.0,0.0,0
56650,881,6,45.624352832378634,85.47371146551207,7936.948846334536,0.14122041361959134,3,180,1,0,0,1,4.790907947399548,2,95,46,0.0,0.0,2
63516,4443,6,309.0454409684237,1.3701746004706679,569.3729932733133,20.164692994785508,20,5088,0,1,0,0,7.275159875965878,1,1952,3018,0.0,0.0,3
23131,443,6,71.83660020345592,787.9310218792857,52717.17767858614,0.41483346887551314,993,100192,1,0,0,0,1.8200935759329202,2,4963,492,0.0,0.0,1
26117,80,17,84.14203949242197,283.3227008159871,10000.0,1.4407199602696537,1018,99088,0,0,0,0,1.7244202740420418,3,4878,521,0.0,0.0,1
52733,80,17,994.455892454532,7.426792253909264,6030.085346552376,109.88053641086651,43,49614,1,1,0,0,4.536889341401642,3,25395,25360,0.0,0.0,0
50459,21,6,101.31823934463422,56.33918282037528,11226.449741955783,5.760241656741015,36,5033,0,0,0,1,3.0177136712908,1,2029,996,0.0,0.0,4
39647,53,6,59.406020172858376,100.0,28406.2180129866,3.4016304617927537,1037,100140,1,0,0,0,1.6741679955074855,3,4903,509,0.0,0.0,1
58195,3389,6,80.0,50.9335067931172,12225.759219116082,5.133213775589304,38,5002,0,1,1,0,3.562208734073332,3,2020,997,0.0,0.0,4
54815,21,6,201.97782798078845,68.83944265184547,2031.2848741695225,1.295449100019179,40,4997,1,1,0,0,3.253645689588722,3,1953,1016,0.0,0.0,4
58053,22,17,453.9887128807235,12.88955256895755,500.0,17.33241057115595,42,49673,1,1,1,0,2.771943951760516,3,24916,24987,0.0,0.0,0
65109,443,6,514.5194938296615,25.123573319612095,7322.829682247611,8.717331819551717,61,49688,0,1,1,0,4.646168139185903,1,30088,20001,0.0,0.0,5
64026,3306,6,793.6402776798456,20.654224812167847,18029.203842683208,7.796308940119527,42,50173,0,1,0,0,5.421956274150147,1,29678,19961,0.0,0.0,5
49334,445,6,154.53107192910525,65.227323790241,6464.644392848686,2.7982059700320407,38,5003,1,1,1,0,3.962489515280256,2,1954,1015,0.0,0.0,4
51061,443,6,628.4523736925114,23.97183248390342,22576.980745486693,16.494720087972837,47,49894,0,1,0,0,4.470858952867263,1,30055,20213,0.0,0.0,5
58548,452,6,64.70398275511708,145.78216298895018,2045.5963774913075,1.7821597271576992,2,227,1,0,0,0,4.415136639417005,2,97,44,0.0,0.0,2
55084,366,6,78.20583906843413,156.07843860962237,6103.5351792500005,0.767306040353113,4,184,1,0,0,1,4.1557358145336085,3,111,33,0.0,0.0,2
63417,445,6,177.42639002949915,56.48640161493824,15587.257365727804,0.9073287842047297,26,4869,0,1,0,0,3.1347485549047103,2,1952,980,0.0,0.0,4
49543,8080,6,265.28595859757496,8.955197563339848,6273.192651643659,13.032715913941995,49,49931,1,0,1,0,4.2637146934400905,1,24887,24927,0.0,0.0,0
64570,8443,6,304.9282952279621,0.5,331.9213471722315,33.76333282171882,14,5023,1,1,1,0,6.342336207691837,1,1985,3059,0.0,0.0,3
49581,21,6,127.36992269027807,71.6274133361192,12251.915752290966,9.039526825975496,32,4927,1,0,0,0,3.993910455733503,3,2005,965,0.0,0.0,4
58977,23,6,161.82006486395065,74.15906952105153,12254.346846956258,0.5,26,4955,0,1,0,1,3.2991944533921944,3,1985,1000,0.0,0.0,4
55265,3389,6,123.77535916327135,24.303034731747214,8406.630931603286,10.43289734845314,18,4974,0,1,0,1,3.088709119681091,1,2013,995,0.0,0.0,4
56068,3389,6,138.6850871642636,57.54417632746265,5415.878775971935,12.000787200202597,36,4893,1,1,1,0,2.938483304325387,2,1977,1005,0.0,0.0,4
59649,21,6,100.771037969449,43.8015155715954,11676.948490673578,7.453526315259907,41,5094,1,1,0,0,3.28812065044762,1,1976,974,0.0,0.0,4
51214,8080,6,466.85538937067696,6.556666225185284,3335.412233763655,6.489596762315645,42,50007,1,1,0,0,2.662029490450449,3,25157,24845,0.0,0.0,0
58515,8080,6,922.8742270711525,5.0,23327.80261416148,18.681368580870036,43,50120,0,1,1,0,5.658280913255168,1,29851,19609,0.0,0.0,5
21233,80,17,81.15227357305497,293.2581857033697,48206.78179683237,2.5118791115969827,1022,100825,1,0,0,1,1.490062631375284,3,5051,514,0.0,0.0,1
57482,8080,6,242.9732207625763,2.020528901765271,549.7777046288935,43.069642136321406,11,5042,1,1,0,0,7.035892367556231,1,2006,3091,0.0,0.0,3
55383,80,6,974.3597642479558,7.875453567944543,23503.83750224809,1.0,51,50151,1,1,1,0,5.151519712835092,1,29745,20313,0.0,0.0,5
56836,1433,6,668.8958729572331,11.085537258429278,14305.243355140843,3.9761963290353295,63,50172,0,1,0,0,4.864227697188227,1,30200,19900,0.0,0.0,5
61018,1337,6,162.08921309707097,0.5,340.19405519222363,27.807036734795556,15,5119,0,1,0,0,6.363578996417663,1,1992,2989,0.0,0.0,3
61101,443,6,103.23098085571777,1150.1679848811243,16385.994442224135,3.6853422833082745,1016,100371,1,0,0,0,2.7957504146993246,2,5077,489,0.0,0.0,1
63675,53,6,59.02821082828713,100.0,84767.23845205188,0.31135129106669146,996,99850,1,0,0,0,2.2982240940071454,2,4923,458,0.0,0.0,1
59409,23,6,185.5141264973305,37.957127549185444,14078.28075306071,5.388278055329881,16,4966,0,1,1,0,3.0102375851642496,2,1954,1018,0.0,0.0,4
56096,22,6,701.0285146556035,9.694782872650022,6977.338338716005,33.61611506780832,61,50105,0,1,0,0,3.423749964924844,1,25142,24992,0.0,0.0,0
49916,80,6,538.4480481569062,24.769229996791537,26339.0809076058,1.0,41,49818,0,1,1,0,5.3764232373599325,1,30132,19942,0.0,0.0,5
57528,8443,6,326.0053954411084,0.6950261691147632,422.399235474377,35.74632285372249,12,4913,0,1,0,0,5.974453916571566,1,2026,3010,0.0,0.0,3
14547,80,17,54.86182562545707,577.4909305400164,64817.48084067006,0.5759095180908934,966,99903,1,0,0,1,2.4103873619763396,3,5085,523,0.0,0.0,1
15741,80,17,69.82884742157681,1071.1456361793266,47371.68761531832,3.9974128271330147,911,100263,1,1,0,1,2.4367978265487507,3,4973,560,0.0,0.0,1
62204,443,6,854.9439853402769,32.45675395088547,22698.962489233414,32.53931829761068,53,50082,0,1,1,0,5.799116608325638,1,29906,20142,0.0,0.0,5
60658,3389,6,534.9278538735656,10.192959701135166,3269.921547302014,83.40363828592044,54,49896,0,1,0,0,2.9718879796659836,3,25146,24891,0.0,0.0,0
50746,31337,6,346.48388431301447,2.3182456379874665,157.53063201324204,49.67325121648983,16,5023,0,1,0,0,6.324650125982072,1,2052,3049,0.0,0.0,3
57211,22,6,157.34460272352095,81.21906051245531,5777.27801651117,1.603917781647011,27,5064,0,1,0,1,2.4102733961308282,3,2029,986,0.0,0.0,4
51778,137,6,49.52906832502951,110.53486023444896,8847.886761528016,0.014636260150818908,1,208,1,0,0,1,4.3820956700584235,2,95,52,0.0,0.0,2
53639,3306,6,531.0693631574949,19.109726289794352,9618.626937259132,17.12995363923045,61,49903,0,1,0,0,5.581905066440521,1,29951,19887,0.0,0.0,5
5944,443,6,90.50973708369625,231.9648454236497,10000.0,0.1,941,99838,1,0,0,0,1.7628964042878839,2,5069,471,0.0,0.0,1
58086,443,6,756.892474166401,10.006568883494847,22676.068223431663,1.6096497857075067,55,50194,0,1,1,0,5.839296732247872,1,30150,20133,0.0,0.0,5
51883,22,17,287.83464083318074,5.685473306247507,7342.4915786430865,47.436381791334036,39,49866,1,1,0,0,3.986952559996614,1,24597,24980,0.0,0.0,0
27068,53,6,58.905831630568045,696.3904640331983,25072.167367489863,1.2571956254130505,1033,100288,1,0,0,0,2.0220954983975306,3,5128,512,0.0,0.0,1
63612,31337,6,138.57562811744577,2.8526322267071524,504.1699200504779,23.666661296593183,17,4947,0,1,1,0,6.262102514680386,1,1953,3087,0.0,0.0,3
10621,53,17,107.71155480925071,168.37053965457008,11300.378803056665,4.127235725397089,1015,99726,1,0,0,0,1.6084722655412182,3,5028,469,0.0,0.0,1
64099,3306,6,682.7946755105849,18.613394051642068,23566.273399524616,27.73275520970202,56,49822,0,1,0,1,4.900481282703284,1,30186,19767,0.0,0.0,5
20821,443,6,55.828199887921,106.15063832472768,108473.43049590026,1.9811426886186418,989,99826,1,0,0,0,1.435152915590443,3,5013,500,0.0,0.0,1
60045,80,17,59.29367773445475,437.27811614408006,129227.65587895967,6.8987882260440925,959,99868,1,0,1,0,2.2809854538195515,3,5122,527,0.0,0.0,1
63007,863,6,50.75058411790009,97.98196432391919,7400.042253317952,0.740849607402468,2,188,1,0,0,1,4.65347965634899,2,91,54,0.0,0.0,2
64816,8443,6,220.09394933129826,2.061250747154364,329.01168764949455,22.302214678637274,21,5164,1,1,0,0,6.126605009498034,1,1994,3063,0.0,0.0,3
63071,22,17,351.8335184064595,8.747659805040447,6903.920727019604,53.14363603588254,51,50084,1,1,1,0,3.653349186829718,1,24977,24911,0.0,0.0,0
40075,80,6,87.62542064404899,537.5323621279787,115075.81003952911,2.231962276814933,1014,100151,1,0,0,1,2.6859108522238064,2,5058,554,0.0,0.0,1
61088,1337,6,228.05538743671485,1.524529678980815,603.3458038251605,39.40910883879347,17,5020,0,1,0,0,6.521129687939072,1,2052,3078,0.0,0.0,3
22241,443,6,42.13756500436834,1455.266920679701,37446.09579446085,0.1,1056,99721,1,0,0,0,2.4254569145734024,3,4994,490,0.0,0.0,1
10688,80,17,71.40601267688857,158.62131201657996,53292.62506662768,3.2743761696683746,988,100160,1,0,0,0,1.9999795768465216,2,4930,502,0.0,0.0,1
